设计人	编号	武将姓名	武将称号	体力值	一技能	二技能	三技能	四技能	五技能	六技能	七技能	八技能	九技能	十技能	设计思路	F&Q
QF	84 	张温	养虎为患	3/4	平乱:出牌阶段开始时，你可以选择一至两名其他角色并摸等量张牌，然后与剩下的角色议事。若议事结果为红色/黑色，视为你对选择的角色依次使用一张【火攻】/【决斗】。	斩逆:出牌阶段限一次，你可以对一名本回合议事结果与你不同的角色使用一张【杀】。若如此做，本局你对其造成伤害/其对你造成伤害+1。									"引言:
“明公亲率王师，威震天下，何赖于卓？”——孙坚
张温也没有传记，只有一些比较零散的记载。根据这些零散的记载进行设计。
体力是3/4，因为张温属于文官起身，又负责带兵，也可以理解为自身缺陷。称号“养虎为患”以及引言孙坚的话都对应了张温没有决心解决董卓，最后被董卓所害的结局。
一技能对应其受朝廷命令平定羌乱。根据敌人（选择的其他角色）数量获得相应军饷（摸牌），然后和众人商讨处理方式（议事）根据得出的结果选择战术。【火攻】消耗大但稳定；【决斗】可能对自己损伤较大。两种各有缺陷的方式需要所有人选择，而承担代价的只有自己。
二技能对应董卓不听号令（议事结果不同），然后产生的if线。如果张温决心讨伐董卓（使用【杀】），那么两人的战斗将持续下去（本局双方加伤）。但由于加伤对董卓威胁相对较小，所以是否选择鏖战也很关键。后续张温可以选择“平乱”董卓，也可以继续与董卓议事加伤。如果没有做好选择，很容易导致暴毙。"	"F＆Q
Q：若张温发动“平乱”选择了所有其他角色，如何议事？
A：张温一人议事。

Q：“斩逆”的加伤效果可以叠加吗？
A：可以。"
鲲鲲	85 	郑玄	遥兮前路	3	沉谈：回合技，若你以点数更小的牌响应某牌或你拼点没赢，你可弃置点数比你响应牌/拼点结果更小的牌，此回合结束时，你卜算并摸三张牌。	"求索：出牌阶段每项限一次，你可与：
中央区内随机牌/其他角色/牌堆底
拼点，若其没赢/你没赢/没人赢，你观看可移动上述一个其他位置的一张牌至另一合理位置。"	"*中央区（每回合弃牌堆）：
一个不属于任何角色的公共无序区域，其中的牌正面朝上。
原应进入弃牌堆的牌（如经使用、打出、弃置等操作）改为置入中央区。
*回合技：每回合限一次。"									"Q：为何在技能中提及面杀不可实现的随机元素？
A：中央区内选择随机牌实为洗混并选择一张，这是面杀可实现的随机。"
仁语	86 	左思	业深覃思	3	三都：你可以将两张黑色牌/红色牌/不同颜色的牌当【决斗】/【无中生有】/【无懈可击】使用。	纸贵：每回合结束时，若你本回合使用的牌等于x，你可以摸x张牌。（x为你的手牌数）										
终汐舷	87 	左思	业深覃思	2/3	言实：出牌阶段限X次（x为你已损失体力值），你可以弃置所有手牌，然后将手牌数摸至与体力值相同。	成赋：回合结束时，若本回合进入弃牌堆的牌包含所有类型与花色，你可以获得所有其他角色各一张牌。									"众所周知，三国杀里绝大多数没有实权的皇帝武将都有一个空体力值，而在左思这里则不同，左思其人貌丑口讷，是个丑男才子，基于游戏性和颜值，给他减了1点体力，让他有了发动技能的机会，也象征着他因为容貌和性格原因一开始并不被人重视。
       一技能“言实”来自他的主张“美物者贵依其本；赞事者官本其实”，主张言之有物，言有其实，拒绝虚夸风气，表现在技能里就是弃“虚”（手里用不出去的牌，也象征着提供发动次数的空体力值）求“实”（实际体力值数的牌）。
       二技能“成赋”则是还原左思写《三都赋》的过程，《晋书》载：“复欲赋三都，会妹棻入宫，移家京师，乃诣著作郎张载，访岷邛之事。遂构思十年，门庭籓溷，皆著笔纸，遇得一句，即便疏之。”讲的是他想到一句记一句，写了足足十年，可谓冥思苦想。在牌局里，这个技能则用凑花色和类型来指代作赋，通过“言实”和其他角色的配合（皇甫谧作序）来完成《三都赋》，成赋之后，豪门贵族之家争相传阅抄写，一时之间洛阳纸贵，在技能里的表现则是获得所有其他角色各一张牌，一个无损归心的效果，一方面是指所有人看到《三都赋》皆叹服，另一方面则是指花钱买纸抄写《三都赋》。"	"Q：左思使用牌，其他角色用【杀】和【无懈可击】响应后进入弃牌堆，这些牌也被算进“成赋”的花色和类型计算中吗？
A：也算。
Q：左思的回合，其他角色使用的转化牌进入弃牌堆，这些牌在“成赋”中如何计算？
A：算此牌原本的类型和花色。
Q：左思在回合内弃牌时，弃置的牌离开弃牌堆，“成赋”如何计算？
A：计算其类型和花色。只要进入了弃牌堆，哪怕只是一瞬间也算入“成赋”。"
梁清渤	88 	左思	业深覃思	3	饮冰：其他角色的结束阶段，若你本回合未失去过手牌，你可以获得本回合因使用而进入弃牌堆的一张牌。	尽锐：每轮结束时或当有角色死亡的回合结束时，你可以展示三张花色各不相同的手牌，然后你可以依次使用或分配展示的牌。									一技能饮冰取自“十年饮冰，难凉热血”，呼应左思为了撰写《三都赋》构思撰写也是十年。未失去手牌对应闭门谢客全神贯注准备《三都赋》，获得牌对应左思收集历史事件；二技能取自刘勰对左思的评价“左思其才，业深覃思，尽锐于《三都》，拔萃于《咏史》。”呼应三都赋写完，使用和分配分别代表对文学界的冲击以及让都城洛阳权贵之家，皆争相传抄《三都赋》，遂使纸价上扬，为此而贵的典故。	
堇	89 	左思	业深覃思	4	辞赋：一张即时牌进入弃牌堆后，若“集”中没有同名牌，你将之置于你的武将牌上，称为“集”；准备阶段，你可以用手牌替换等量张“集”。	三都：觉醒技，结束阶段，若“集”包含了至少五种牌名的牌，你失去“辞赋”，减一点体力上限并获得“纸贵”。	纸贵：一名角色使用牌后，你可以交给其一张同名“集”，然后你摸一张牌。								"称号来源于张勰的评价：“左思其才，业深覃思，尽锐于《三都》，拔萃于《咏史》。”
辞赋，体现左思做赋时“无时无刻有想法就写”，他的每一句话都要精雕细琢，所以每个准备阶段他可以更换“集”
三都，即左思“三都赋”书成，于是设定为“觉醒技”。
纸贵，交牌效果即代表“献上文章给名士”，也是“人们竞相抄写文章”，获得牌的效果，指代的就是左思“名气”的增长。如果将装备牌换入“集”中，基本上就不可以触发“纸贵”的效果了，这里参考的是左思认为两都赋、两京赋“大而无当，虚而不实”，记载了过多华丽词藻，这点是不值得学习的"	即时牌，普通锦囊牌和基本牌的合称。
鱼竿	90 	左思	业深覃思	3	锁定技。虚拟牌对你无效。每回合限一次。当你成为即时牌的目标后，你可令一名角色获得此牌的一张底牌。	法则技。转化牌不可抵消。每回合限一次。你使用即时牌指定目标后，你可为此牌增加任意底牌和等量目标。	"法则技：一种对全场生效的锁定技，不能被获得、失去、无效，不受角色隐匿、死亡、被调虎离山等效果的影响。
（此处解释取自三国杀DIY吧@诗酒话梦的帖子【Diy常用机制概念卡牌收集帖】，在此表示感谢）"	即时牌：基本牌和普通锦囊牌。	底牌：非虚拟牌对应的实体牌。						"恪守本真，幸遇贵人。
倾其做赋，万众折服。"	一张牌失去所有底牌后就变成虚拟牌了。
屑	91 	左思	业深覃思	3	成赋：你可以将一个区域内所有的牌当【桃】或【无中生有】使用。若使用牌与此区域牌类型皆不同，此牌额外结算一次且本回合此技能失效。	论辞：出牌阶段限一次，你可以与一名角色各重铸一张牌，然后直到该角色使用非锦囊牌前，其与重铸牌不同字数的手牌均视为【无懈可击】。									成赋取不同类型印卡以示妙笔生花，论辞以字数转换锦囊以表辞藻壮丽，而无懈可击的设定，也与左棻也具有较强联动。	
伊莎玛拉	92 	程普	一拜为交	4	倨傲：限定技，其他角色的回合开始时，你可以令其本回合内摸牌时少摸一张牌。若如此做，你令其选择一项：1.视为对你使用一张【杀】，然后若此【杀】未对你造成伤害，你重置〖倨傲〗；2.令你获得〖折节〗。	折节：其他角色的结束阶段，若其本回合内未弃置过牌且手牌数：不少于你，你令其本回合结束后执行一个额外的摸牌阶段；少于你，你可以失去1点体力，失去〖折节〗并重置〖倨傲〗。									"“倨傲”来源于程普自身的性格特点，作为东吴老臣，程普对于周瑜十分看不起，“倨傲”中的“令其本回合摸牌时少摸一张牌”即为程普故意落周瑜的面子，让周瑜丢脸，两个选项即为周瑜的两个应对措施，一选项对程普出【杀】即为惩罚程普，但如果未造成伤害，就意味着周瑜的能力不够惩罚程普，程普便会愈来愈“倨傲”，但如果造成了伤害，意味着周瑜成功惩罚了程普，程普再也不能“倨傲”了，二选项让程普获得“折节”，即意味着让周瑜对于程普的侮辱表现出了极高的宽容，让程普被周瑜的气节所折服。
“折节”中“本回合未弃置过牌”象征周瑜对事物处理能力极强，“手牌数不少于你”意味着周瑜不仅处理事物能力强，且军事水平也远高于程普，程普便被周瑜所折服，让周瑜再次进行一个摸排阶段，此阶段更可以触发周瑜的“英姿”，但如果“手牌数少于你”便代表军事水平一般，程普便可以失去“折节”，又开始“倨傲”。"	"F：“折节”是原本拥有的技能还是通过“倨傲”获得的衍生技能？
Q：“折节”是通过“倨傲”获得的衍生技能。"
欢狐	93 	韦曜	以茶代酒	3	茶酒：锁定技，你的【酒】视为【桃】。	论弈：出牌阶段限一次，你可以与至多2名其他角色进行拼花色(♦️＜♣️＜♥️＜♠️)，然后花色唯一最大的角色视为向其他两名角色使用一张无视距离的【杀】或【顺手牵羊】。									韦曜不胜酒力在宴饮上孙皓暗中以茶代酒给韦曜喝，所以对韦曜使用酒进行了限制，但是可以将酒当做有补益的桃来使用弥补了手中有酒却没法使用的缺点。蔡颖和韦曜均喜爱围棋，太子便让韦曜论说此事，便以拼点的方式来体现出下棋时的心理博弈，同时将常规的拼牌的点数大小改为拼花色大小，黑色红色的花色代表着棋局中的黑白子使拼点更像在对弈，不同的颜色的花色互相克制，具象化了棋局中的博弈特点。	
